trade_id,player_id,team_id,round,action,quantity,price,timestamp
651,p003,Team_3,4,SELL,10,50.97,2025-11-14 11:36:25
652,p036,Team_4,4,SELL,8,50.34,2025-11-14 11:36:43
653,p008,Team_2,4,BUY,10,57.28,2025-11-14 11:38:16
654,p017,Team_3,4,BUY,11,54.73,2025-11-14 11:40:25
655,p034,Team_2,4,BUY,15,56.15,2025-11-14 11:43:09
656,p030,Team_4,4,BUY,6,45.11,2025-11-14 11:43:36
657,p024,Team_3,4,BUY,8,54.3,2025-11-14 11:44:03
658,p005,Team_3,4,BUY,5,51.31,2025-11-14 11:45:13
659,p013,Team_3,4,SELL,20,48.89,2025-11-14 11:47:13
660,p031,Team_3,4,BUY,9,55.46,2025-11-14 11:48:20
661,p019,Team_2,4,BUY,19,48.17,2025-11-14 11:50:36
662,p034,Team_4,4,SELL,3,45.42,2025-11-14 11:51:39
663,p039,Team_4,4,BUY,10,57.68,2025-11-14 11:51:56
664,p011,Team_4,4,SELL,13,45.8,2025-11-14 11:53:30
665,p023,Team_1,4,SELL,16,48.87,2025-11-14 11:54:37
666,p021,Team_3,4,SELL,12,47.79,2025-11-14 11:56:42
667,p023,Team_4,4,BUY,1,50.24,2025-11-14 11:58:44
668,p040,Team_2,4,BUY,18,60.91,2025-11-14 11:59:34
669,p014,Team_1,4,BUY,13,42.3,2025-11-14 12:02:21
670,p023,Team_1,4,BUY,2,55.4,2025-11-14 12:05:03
671,p039,Team_4,4,SELL,12,56.96,2025-11-14 12:05:12
672,p034,Team_4,4,SELL,9,55.38,2025-11-14 12:07:45
673,p034,Team_3,4,BUY,20,42.2,2025-11-14 12:10:45
674,p002,Team_2,4,SELL,1,51.95,2025-11-14 12:12:14
675,p014,Team_4,4,BUY,5,44.08,2025-11-14 12:14:00
676,p014,Team_1,4,BUY,2,45.85,2025-11-14 12:16:15
677,p013,Team_1,4,BUY,6,48.29,2025-11-14 12:16:57
678,p032,Team_1,4,SELL,9,48.61,2025-11-14 12:19:17
679,p030,Team_4,4,BUY,5,44.25,2025-11-14 12:20:43
680,p031,Team_3,4,SELL,12,52.14,2025-11-14 12:23:21
681,p031,Team_2,4,BUY,9,50.44,2025-11-14 12:26:08
682,p035,Team_4,4,SELL,10,57.89,2025-11-14 12:27:11
683,p030,Team_3,4,SELL,16,51.22,2025-11-14 12:27:18
684,p011,Team_1,4,BUY,10,48.48,2025-11-14 12:27:46
685,p038,Team_1,4,SELL,12,54.34,2025-11-14 12:30:25
686,p023,Team_1,4,BUY,7,49.45,2025-11-14 12:30:32
687,p025,Team_3,4,SELL,8,46.4,2025-11-14 12:31:51
688,p034,Team_4,4,SELL,16,56.61,2025-11-14 12:32:12
689,p002,Team_3,4,SELL,17,40.96,2025-11-14 12:34:31
690,p030,Team_1,4,SELL,11,49.49,2025-11-14 12:34:41
691,p006,Team_1,4,BUY,10,46.97,2025-11-14 12:36:21
692,p016,Team_4,4,BUY,14,50.09,2025-11-14 12:38:58
693,p026,Team_1,4,SELL,1,49.92,2025-11-14 12:41:43
694,p031,Team_3,4,BUY,9,56.63,2025-11-14 12:42:09
695,p022,Team_1,4,SELL,12,52.69,2025-11-14 12:43:25
696,p034,Team_3,4,SELL,11,42.97,2025-11-14 12:46:00
697,p006,Team_4,4,BUY,5,52.71,2025-11-14 12:48:46
698,p008,Team_4,4,BUY,6,50.4,2025-11-14 12:51:04
699,p019,Team_2,4,BUY,10,56.69,2025-11-14 12:51:44
700,p027,Team_1,4,BUY,10,47.26,2025-11-14 12:54:24
701,p018,Team_3,4,BUY,20,57.22,2025-11-14 12:55:23
702,p038,Team_2,4,SELL,16,45.19,2025-11-14 12:55:56
703,p019,Team_3,4,SELL,10,47.27,2025-11-14 12:58:18
704,p007,Team_1,4,BUY,11,45.77,2025-11-14 13:00:33
