trade_id,player_id,team_id,round,action,quantity,price,timestamp
463,p036,Team_5,3,BUY,9,49.49,2025-11-13 10:56:50
464,p036,Team_2,3,BUY,7,53.11,2025-11-13 10:58:23
465,p037,Team_1,3,SELL,13,37.4,2025-11-13 10:59:31
466,p012,Team_5,3,SELL,14,45.99,2025-11-13 11:01:44
467,p030,Team_3,3,BUY,1,52.49,2025-11-13 11:03:00
468,p030,Team_6,3,BUY,7,33.51,2025-11-13 11:04:50
469,p040,Team_2,3,BUY,10,48.79,2025-11-13 11:07:34
470,p019,Team_5,3,BUY,13,37.54,2025-11-13 11:07:56
471,p010,Team_1,3,BUY,1,29.38,2025-11-13 11:10:34
472,p029,Team_8,3,SELL,7,44.86,2025-11-13 11:12:26
473,p022,Team_8,3,BUY,7,50.98,2025-11-13 11:14:25
474,p016,Team_3,3,BUY,1,42.94,2025-11-13 11:16:48
475,p027,Team_1,3,BUY,15,55.68,2025-11-13 11:18:02
476,p028,Team_2,3,SELL,9,38.73,2025-11-13 11:19:30
477,p038,Team_2,3,BUY,17,49.43,2025-11-13 11:21:02
478,p018,Team_2,3,SELL,5,57.27,2025-11-13 11:22:58
479,p027,Team_7,3,SELL,20,48.62,2025-11-13 11:23:55
480,p019,Team_2,3,SELL,6,42.95,2025-11-13 11:26:33
481,p012,Team_1,3,BUY,13,54.46,2025-11-13 11:28:48
482,p030,Team_7,3,SELL,5,54.37,2025-11-13 11:30:00
483,p009,Team_1,3,SELL,2,53.08,2025-11-13 11:31:51
484,p015,Team_1,3,BUY,9,46.98,2025-11-13 11:33:22
485,p009,Team_5,3,SELL,13,49.42,2025-11-13 11:34:23
486,p012,Team_1,3,BUY,1,66.51,2025-11-13 11:35:19
487,p006,Team_2,3,SELL,2,50.73,2025-11-13 11:36:50
488,p014,Team_7,3,BUY,15,50.64,2025-11-13 11:38:17
489,p014,Team_2,3,BUY,10,57.48,2025-11-13 11:40:53
490,p014,Team_4,3,BUY,11,60.53,2025-11-13 11:43:12
491,p024,Team_6,3,BUY,7,58.33,2025-11-13 11:43:54
492,p032,Team_8,3,BUY,12,52.65,2025-11-13 11:45:17
493,p011,Team_2,3,BUY,16,43.19,2025-11-13 11:46:54
494,p015,Team_6,3,BUY,15,51.71,2025-11-13 11:47:42
495,p011,Team_1,3,SELL,11,42.99,2025-11-13 11:49:59
496,p005,Team_3,3,BUY,7,40.68,2025-11-13 11:51:22
497,p022,Team_8,3,BUY,11,52.93,2025-11-13 11:51:43
498,p013,Team_4,3,SELL,10,36.39,2025-11-13 11:52:23
499,p039,Team_1,3,BUY,12,49.66,2025-11-13 11:53:42
500,p009,Team_8,3,SELL,8,38.13,2025-11-13 11:54:56
501,p011,Team_3,3,SELL,10,54.15,2025-11-13 11:57:34
502,p015,Team_7,3,BUY,4,59.49,2025-11-13 11:59:58
503,p002,Team_2,3,SELL,3,41.74,2025-11-13 12:02:33
504,p031,Team_4,3,BUY,8,59.95,2025-11-13 12:03:29
505,p026,Team_4,3,BUY,11,51.26,2025-11-13 12:05:54
506,p034,Team_5,3,SELL,20,36.19,2025-11-13 12:08:29
507,p006,Team_7,3,BUY,10,58.48,2025-11-13 12:10:56
508,p011,Team_4,3,BUY,10,47.66,2025-11-13 12:13:11
509,p012,Team_6,3,BUY,5,57.27,2025-11-13 12:15:14
510,p003,Team_1,3,SELL,9,55.51,2025-11-13 12:16:19
511,p040,Team_7,3,SELL,13,58.33,2025-11-13 12:17:17
512,p010,Team_4,3,BUY,17,37.78,2025-11-13 12:17:35
513,p007,Team_5,3,SELL,4,45.81,2025-11-13 12:18:26
514,p019,Team_8,3,SELL,1,49.98,2025-11-13 12:21:03
515,p012,Team_1,3,BUY,9,51.0,2025-11-13 12:24:03
516,p009,Team_3,3,SELL,9,54.37,2025-11-13 12:25:41
517,p009,Team_7,3,BUY,14,47.52,2025-11-13 12:26:47
518,p019,Team_3,3,BUY,12,55.7,2025-11-13 12:27:24
519,p014,Team_2,3,BUY,13,57.83,2025-11-13 12:28:16
520,p015,Team_7,3,SELL,17,40.86,2025-11-13 12:29:34
521,p037,Team_1,3,SELL,9,64.5,2025-11-13 12:32:17
522,p015,Team_1,3,SELL,9,47.54,2025-11-13 12:34:37
523,p014,Team_4,3,BUY,5,44.36,2025-11-13 12:35:14
524,p020,Team_2,3,SELL,15,48.0,2025-11-13 12:37:51
525,p038,Team_2,3,BUY,17,47.41,2025-11-13 12:38:32
526,p008,Team_5,3,BUY,9,31.96,2025-11-13 12:40:46
527,p006,Team_8,3,SELL,3,42.67,2025-11-13 12:43:00
528,p012,Team_6,3,SELL,1,42.25,2025-11-13 12:45:39
529,p024,Team_7,3,SELL,11,67.38,2025-11-13 12:47:26
530,p005,Team_3,3,BUY,7,45.57,2025-11-13 12:48:21
531,p008,Team_4,3,SELL,9,50.11,2025-11-13 12:50:46
532,p034,Team_2,3,BUY,8,57.8,2025-11-13 12:51:36
533,p002,Team_6,3,BUY,6,56.16,2025-11-13 12:52:01
534,p006,Team_6,3,BUY,3,55.91,2025-11-13 12:53:08
535,p031,Team_3,3,SELL,1,37.48,2025-11-13 12:54:43
536,p039,Team_2,3,BUY,13,37.77,2025-11-13 12:55:11
537,p001,Team_3,3,SELL,10,61.44,2025-11-13 12:57:21
538,p032,Team_7,3,SELL,19,58.53,2025-11-13 12:58:53
539,p022,Team_2,3,SELL,10,45.2,2025-11-13 13:00:31
540,p014,Team_3,3,SELL,2,39.69,2025-11-13 13:01:32
541,p012,Team_5,3,SELL,6,58.57,2025-11-13 13:03:00
542,p032,Team_2,3,BUY,16,48.73,2025-11-13 13:03:17
543,p024,Team_2,3,SELL,15,54.24,2025-11-13 13:05:36
544,p014,Team_6,3,BUY,11,38.73,2025-11-13 13:05:53
545,p007,Team_4,3,SELL,12,38.36,2025-11-13 13:07:48
546,p032,Team_7,3,BUY,14,50.64,2025-11-13 13:08:49
547,p034,Team_5,3,BUY,10,48.51,2025-11-13 13:10:07
548,p006,Team_8,3,BUY,11,39.87,2025-11-13 13:10:22
549,p001,Team_6,3,BUY,9,48.6,2025-11-13 13:12:50
550,p022,Team_6,3,SELL,6,69.72,2025-11-13 13:13:06
551,p036,Team_3,3,BUY,14,45.75,2025-11-13 13:13:28
552,p014,Team_2,3,BUY,15,48.82,2025-11-13 13:13:40
553,p031,Team_4,3,BUY,3,49.82,2025-11-13 13:15:34
